Source	Target	Sign	Network
MCL1	BAK1	-	SN
MCL1	BAD	+	SN
MCM10	RECQL4	-	SN
MCOLN3	TRPV5	+	SN
MCPH1	E2F1	+	SN
MCPH1	BRCA2	+	SN
MDC1	TP53BP1	+	SN
MDC1	ATM	+	SN
MDK	NOTCH2	+	SN
MDK	ALK	+	SN
MDM2	NOTCH4	-	SN
MDM2	CDKN2AIP	-	SN
MDM2	MDM4	+	SN
MDM2	HIF1A	+	SN
MDM2	TP73	-	SN
MDM2	RRM2B	-	SN
MDM2	JMY	+	SN
MDM2	HNRNPK	-	SN
MDM2	NOTCH1	+	SN
MDM2	RELA	+	SN
MDM2	TP53BP1	-	SN
MDM2	TP53	-	SN
MDM2	KAT5	-	SN
MDM2	TP63	+	SN
MDM2	NUMB	-	SN
MDM2	IGF1R	+	SN
MDM2	EP300	-	SN
MDM2	AR	-	SN
MDM4	TP53	-	SN
MDM4	MDM2	+	SN
MECOM	SMAD3	-	SN
MED14	STAT2	+	SN
MEF2A	MYOD1	+	GRN
MEF2A	SLC2A4	+	SN
MEF2A	JUN	+	GRN
MEF2A	SLC2A4	+	SN
MEF2C	JUN	+	GRN
MEF2C	CPT1B	+	GRN
MEF2C	NR4A1	-	GRN
MEF2D	JUN	+	GRN
MEF2D	ATF3	+	GRN
MEIS2	PAX6	+	SN
MEN1	KMT2A	+	SN
MEN1	TERT	-	SN
MERTK	VAV1	+	SN
MET	GRAP	+	SN
MET	GLMN	+	SN
MET	RANBP9	+	SN
MET	SHC1	+	SN
MET	GAB1	+	SN
MET	PTK2	+	SN
MFAP5	NOTCH1	-	SN
MFNG	NOTCH2	+	SN
MFNG	NOTCH1	+	SN
MIB1	DLL4	+	SN
MIB1	DLL3	+	SN
MIB1	DAPK1	-	SN
MIB1	JAG1	+	SN
MINK1	KCNH2	+	SN
MITF	SERPINF1	+	GRN
MITF	TYRP1	+	GRN
MITF	GPNMB	+	GRN
MITF	TYR	+	GRN
MITF	PMEL	+	GRN
MITF	HIF1A	+	GRN
MITF	DIAPH1	+	GRN
MITF	MET	+	GRN
MITF	GPR143	+	GRN
MITF	SNAI2	+	GRN
MITF	TRPM1	+	GRN
MITF	APEX1	+	GRN
MITF	BCL2A1	-	GRN
MITF	BIRC7	+	GRN
MITF	RAB27A	+	GRN
MITF	CDKN2A	-	GRN
MITF	CLCN7	+	GRN
MITF	BEST1	+	GRN
MITF	FOS	+	GRN
MITF	MLANA	+	GRN
MITF	CDK2	+	GRN
MITF	PPARGC1A	+	GRN
MITF	KIT	+	GRN
MITF	DCT	+	GRN
MITF	BCL2	+	GRN
MITF	CTSK	+	GRN
MITF	ACP5	+	GRN
MITF	OCA2	+	GRN
MKNK1	EIF4G1	+	SN
MLST8	MTOR	+	SN
MMP2	TGFB1	+	SN
MMP2	EGFR	+	SN
MMP7	ITGB4	+	SN
MMP9	TGFB1	+	SN
MPG	MBD1	+	SN
MPG	ESR1	-	SN
MPL	STAT5A	+	SN
MPL	JAK2	+	SN
MPO	APOA1	+	SN
MRE11	ATM	+	SN
MSC	MMP2	+	GRN
MSC	IL10	+	GRN
MSH2	ATR	+	SN
MST1	STK4	+	SN
MST1R	YWHAQ	+	SN
MST1R	MET	+	SN
MSX1	TP53	+	SN
MSX2	SPEN	+	SN
MT3	NFE2L2	+	SN
MT3	HMOX1	+	SN
MTA1	ESR1	-	GRN
MTA1	BRCA1	-	SN
MTA1	BCAS3	+	SN
MTA1	MTA3	-	GRN
MTCH2	BID	+	SN
MTCP1	AKT3	+	SN
MTCP1	AKT2	+	SN
MTCP1	AKT1	+	SN
MTMR3	MTOR	-	SN
MTMR4	SMAD3	-	SN
MTMR4	SMAD2	-	SN
MTNR1A	MAPK1	+	SN
MTNR1A	GNAI3	+	SN
MTNR1A	GNAQ	+	SN
MTNR1A	GNAI2	+	SN
MTOR	ISCU	+	SN
MTOR	DEPTOR	-	SN
MTOR	TFEB	-	SN
MTOR	CLIP1	+	SN
MTOR	RPS6KB2	+	SN
MTOR	RPS6KB1	+	SN
MTOR	STAT3	+	SN
MTOR	RPTOR	+	SN
MTOR	RPS6KA2	+	SN
MTOR	MAF1	-	SN
MTOR	SGK1	+	SN
MTOR	EIF4EBP2	+	SN
MTOR	ULK2	-	SN
MTOR	GRB10	+	SN
MTOR	EIF4EBP3	+	SN
MTOR	IRS1	-	SN
MTOR	ATG13	-	SN
MTOR	ULK1	-	SN
MTOR	DAP	+	SN
MTOR	AKT1S1	-	SN
MTOR	EIF4EBP1	+	SN
MTOR	AKT1	+	SN
MTSS1	SUFU	+	SN
MTSS1	RAC1	+	SN
MTSS1	GLI1	+	SN
MTTP	APOB	+	SN
MUL1	AKT1	-	SN
MUSK	WNT11	+	SN
MUTYH	ATR	+	SN
MYB	COL1A1	+	GRN
MYB	COL1A2	+	GRN
MYB	GATA3	+	GRN
MYB	KLF1	+	SN
MYB	CCNA1	+	SN
MYB	CD4	-	GRN
MYB	CTSG	+	SN
MYB	WT1	+	GRN
MYB	SP3	+	GRN
MYB	COL1A1	+	GRN
MYB	MAT2A	+	GRN
MYB	LMO2	+	GRN
MYB	TK1	+	GRN
MYB	BCL2	+	GRN
MYB	GSTM1	+	GRN
MYB	MYC	+	GRN
MYB	LCK	+	GRN
MYBL2	CDK1	+	SN
MYBL2	MYC	+	GRN
MYC	SMAD3	+	GRN
MYC	EIF4E	+	GRN
MYC	SMAD2	+	GRN
MYC	ZBTB17	-	GRN
MYC	BCL2L11	+	GRN
MYC	PMAIP1	+	GRN
MYC	JAG2	+	SN
MYC	EIF4A1	+	GRN
MYC	RIOX2	+	GRN
MYC	CAPN3	+	GRN
MYC	CCND2	+	GRN
MYC	CDC25A	+	GRN
MYC	CUL1	+	GRN
MYC	EIF4G1	+	SN
MYC	E2F1	+	GRN
MYC	CDKN2A	+	GRN
MYC	CDKN1A	-	SN
MYC	CDK4	+	GRN
MYC	FOXM1	+	SN
MYC	RARB	-	GRN
MYC	HSPA8	+	SN
MYC	CAD	+	GRN
MYC	PHB	+	GRN
MYC	SMN1	+	GRN
MYC	RPL27	+	GRN
MYC	NOL7	+	GRN
MYC	RFC2	+	SN
MYC	ST3GAL1	+	GRN
MYC	DDX5	+	SN
MYC	YBX3	+	GRN
MYC	EIF4E	+	GRN
MYC	PPP2R4	-	SN
MYC	UBE2C	+	SN
MYC	PPIF	+	GRN
MYC	EIF4B	+	GRN
MYC	SLC25A3	+	GRN
MYC	PPAT	+	GRN
MYC	NOP56	+	GRN
MYC	GNL3	+	GRN
MYC	ASS1	+	GRN
MYC	SCARB1	+	GRN
MYC	RPL6	+	GRN
MYC	CFLAR	-	GRN
MYC	RPS20	+	GRN
MYC	NDRG1	-	GRN
MYC	CCND1	-	GRN
MYC	LDHA	+	GRN
MYC	NAP1L1	+	GRN
MYC	MSH2	+	GRN
MYC	CBX3	+	GRN
MYC	CCNB1	+	GRN
MYC	SP3	-	GRN
MYC	RPL10	+	SN
MYC	DLEU1	-	GRN
MYC	GTF2H2	-	GRN
MYC	BRCA1	+	GRN
MYC	BRD7	-	GRN
MYC	RPL19	+	GRN
MYC	CDK4	+	GRN
MYC	TYMS	+	GRN
MYC	MGST1	+	GRN
MYC	GADD45A	-	GRN
MYC	ODC1	+	GRN
MYC	DUSP1	-	SN
MYC	MSN	-	GRN
MYC	CEBPA	-	GRN
MYC	HSP90AA2P	+	GRN
MYC	RPS16	+	GRN
MYC	MNT	+	GRN
MYC	NPM1	+	GRN
MYC	ZFP36L1	-	GRN
MYC	HNRNPA2B1	+	GRN
MYC	CCNA2	+	GRN
MYC	RPL26	+	SN
MYC	TRAP1	+	GRN
MYC	PRDX3	+	GRN
MYC	TERT	+	GRN
MYC	APEX1	+	GRN
MYC	METTL1	+	GRN
MYC	RCC1	+	GRN
MYC	HNRNPA1	+	GRN
MYC	FASLG	+	GRN
MYC	MTHFD1	+	SN
MYC	NME2	+	GRN
MYC	PMAIP1	+	GRN
MYC	HERC5	+	GRN
MYC	RPL3	+	GRN
MYC	E2F1	+	GRN
MYC	AIMP2	+	GRN
MYC	TP53	+	GRN
MYC	RPL13	+	GRN
MYC	SNRPB	+	GRN
MYC	TFAP4	+	GRN
MYC	EIF3C	+	GRN
MYC	POLE3	+	GRN
MYC	HSPA4	+	GRN
MYC	HLA-F	+	GRN
MYC	JUNB	-	GRN
MYC	CSDE1	-	GRN
MYC	LTA4H	+	SN
MYC	CDC25C	+	SN
MYC	THRAP3	+	GRN
MYC	VEGFA	+	GRN
MYC	RPS19	+	GRN
MYC	ALDH9A1	-	GRN
MYC	WRN	+	GRN
MYC	ENO1	+	GRN
MYC	SRM	+	GRN
MYC	HSPA9	+	SN
MYC	TFRC	+	GRN
MYC	CKS2	+	GRN
MYC	CDKN2B	-	GRN
MYC	PSMG1	+	GRN
MYC	SNRPD3	+	GRN
MYC	NCL	+	GRN
MYC	LAMP1	-	GRN
MYC	BCL2	+	GRN
MYC	MST1	-	GRN
MYC	RPS15A	+	GRN
MYC	HSPE1	+	GRN
MYC	PPID	+	GRN
MYC	HDAC2	+	GRN
MYC	CCT5	+	GRN
MYC	DPY30	+	GRN
MYC	CDK6	+	SN
MYC	H2AFZ	+	GRN
MYC	CCND2	+	GRN
MYC	RPL22	+	GRN
MYC	HSPD1	+	GRN
MYC	CCNE1	+	GRN
MYC	PCNA	+	GRN
MYC	NME1	+	GRN
MYC	THBS1	-	GRN
MYC	RPL23	+	GRN
MYC	UXT	+	GRN
MYC	SRSF1	+	GRN
MYC	RPL32	+	GRN
MYC	HMGN2	+	GRN
MYC	DDX18	+	GRN
MYC	FASN	+	GRN
MYC	EXOSC8	+	GRN
MYC	CXCR4	+	GRN
MYC	CDKN1A	-	SN
MYC	NUP155	+	GRN
MYCN	MCM3	+	GRN
MYCN	MCM8	+	GRN
MYCN	MCM4	+	SN
MYCN	MCM5	+	GRN
MYCN	MCM7	+	GRN
MYCN	TP53	+	SN
MYCN	MCM6	+	GRN
MYCN	MCM8	+	GRN
MYCN	NDRG1	+	SN
MYCN	MCM6	+	GRN
MYCN	MCM4	+	SN
MYCN	MCM5	+	GRN
MYCN	TP53	+	SN
MYCN	CTSD	+	GRN
MYCN	MCM2	+	GRN
MYCN	MCM7	+	GRN
MYCN	NES	+	SN
MYCN	MXI1	-	GRN
MYD88	IL1R1	-	SN
MYD88	TRAF6	+	SN
MYD88	IRAK4	+	SN
MYD88	IRAK1	+	SN
MYD88	IL1RAP	-	SN
MYLK	MYL12A	+	SN
MYOCD	SRF	+	SN
MYOD1	SMARCD3	+	SN
MYOD1	SMARCA4	+	SN
MYOG	SMARCA4	+	SN
MYRIP	CAMK2A	+	SN
MYT1	CDK1	-	SN
MZF1	TERT	-	GRN
NAA10	HIF1A	+	SN
NAIP	CASP9	-	SN
NAIP	CASP7	+	SN
NAIP	CASP3	-	SN
NANOG	GATA4	-	GRN
NANOG	L1TD1	+	GRN
NANOG	CDX2	-	GRN
NANOG	LAMB1	-	GRN
NANOG	POU5F1	+	GRN
NANOG	KDR	+	GRN
NANOG	CDK6	-	GRN
NANOG	CDC25A	-	GRN
NANOS1	HDAC2	+	SN
NBN	ATM	+	SN
NCBP1	IRF8	+	SN
NCK1	PAK2	+	SN
NCK1	PAK1	+	SN
NCK2	PTK2	+	SN
NCL	MYB	-	SN
NCOA1	STAT5B	+	SN
NCOA1	STAT5A	+	SN
NCOA1	ESR1	+	SN
NCOA2	RXRA	+	SN
NCOA2	RARA	+	SN
NCOA2	PPARG	+	SN
NCOA3	CCND1	+	SN
NCOA3	AR	+	SN
NCOA4	PPARG	+	SN
NCOA4	AR	+	SN
NCOR1	RBPJ	-	SN
NCOR1	HDAC3	+	SN
NCOR1	PPARG	-	GRN
NCOR1	BCL6	+	SN
NCOR1	IGFBP3	-	SN
NCOR2	BHLHE41	+	SN
NCOR2	SPEN	+	SN
NCOR2	SNW1	+	SN
NCOR2	PGR	+	SN
NCOR2	HDAC3	+	SN
NCOR2	PPARG	-	SN
NCOR2	CTBP1	+	SN
NCOR2	BCL6	+	SN
NCOR2	AR	+	SN
NCSTN	APH1A	+	SN
NCSTN	PSEN2	+	SN
NCSTN	PSEN1	+	SN
NDRG1	RAB4A	+	SN
NEDD4	PTEN	+	SN
NEDD4	IGF1R	+	SN
NEDD4L	SMAD2	-	SN
NEDD8	CUL2	+	SN
NEK2	PPP1CC	-	SN
NEK2	CNTROB	+	SN
NEK2	CEP250	+	SN
NEK2	NDC80	+	SN
NEK2	SGO1	+	SN
NEK2	NEK11	+	SN
NEK2	CTNNB1	+	SN
NEO1	DAPK1	+	SN
NEUROD1	NTRK2	+	SN
NEUROD1	CDKN1A	+	SN
NF1	NRAS	-	SN
NF1	HRAS	+	SN
NF2	PAK1	-	SN
NFATC1	IL5	+	GRN
NFATC1	ICAM1	+	GRN
NFATC2	MEF2D	+	GRN
NFATC2	MEF2A	+	SN
NFATC2	FOXP3	+	SN
NFATC4	MAPK8	+	SN
NFE2L2	MUC5AC	-	GRN
NFE2L2	VAMP1	-	SN
NFE2L2	CFTR	-	GRN
NFE2L2	CCL2	-	GRN
NFE2L2	GCLM	+	SN
NFE2L2	OSGIN1	+	GRN
NFE2L2	PRDX1	+	GRN
NFE2L2	HMOX1	+	SN
NFE2L2	NQO1	+	SN
NFE2L2	MTHFR	+	SN
NFE2L2	HMOX1	+	SN
NFE2L2	GCLC	+	SN
NFE2L2	GSTA1	+	SN
NFE2L2	NQO1	+	SN
NFIA	CDKN1A	-	GRN
NFIC	PROC	+	GRN
NFIC	HMGB1	+	GRN
NFIC	CYP1A1	-	GRN
NFIC	CYP17A1	+	GRN
NFIC	ITGA5	-	GRN
NFIC	MATN1	-	GRN
NFIC	SMUG1	+	GRN
NFIC	C4BPB	+	GRN
NFIC	SLC34A2	+	GRN
NFIL3	IL1B	-	GRN
NFKB1	RELA	+	GRN
NFKB1	BIRC3	+	GRN
NFKB1	IKBKB	+	GRN
NFKB1	CREBBP	+	GRN
NFKB1	MAP3K8	-	GRN
NFKB1	CXCL10	+	GRN
NFKB1	IL2RA	+	GRN
NFKB1	NOS1	+	GRN
NFKB1	CD40LG	+	GRN
NFKB1	HSD11B2	+	GRN
NFKB1	PLAU	+	GRN
NFKB1	CCL2	+	SN
NFKB1	TBX21	+	GRN
NFKB1	BRCA2	+	GRN
NFKB1	NOS2	+	GRN
NFKB1	LPL	+	GRN
NFKB1	ELF3	+	GRN
NFKB1	SERPINE1	+	GRN
NFKB1	CD83	+	GRN
NFKB1	CRP	+	GRN
NFKB1	SOD2	+	GRN
NFKB1	IL18	+	GRN
NFKB1	CTCF	-	GRN
NFKB1	IL6	+	GRN
NFKB1	PTHLH	+	GRN
NFKB1	CFLAR	+	GRN
NFKB1	ADORA1	+	GRN
NFKB1	CD40	+	GRN
NFKB1	BIRC5	+	GRN
NFKB1	CCND1	+	GRN
NFKB1	FBP1	+	SN
NFKB1	CSNK2A1	+	GRN
NFKB1	PLAUR	+	GRN
NFKB1	TNFSF10	+	GRN
NFKB1	COL1A1	-	GRN
NFKB1	IRF7	+	GRN
NFKB1	IL17C	+	GRN
NFKB1	BIRC3	+	GRN
NFKB1	CCR7	+	GRN
NFKB1	MAT2A	+	GRN
NFKB1	CDK4	+	GRN
NFKB1	BIRC2	+	GRN
NFKB1	IL1B	+	GRN
NFKB1	IFNB1	+	GRN
NFKB1	MMP2	+	GRN
NFKB1	ABCB1	+	GRN
NFKB1	AR	-	GRN
NFKB1	CFTR	+	GRN
NFKB1	FAS	+	GRN
NFKB1	TNF	+	GRN
NFKB1	IFNG	+	GRN
NFKB1	CCL5	+	GRN
NFKB1	TFF3	+	GRN
NFKB1	IL1RN	+	GRN
NFKB1	BCL2A1	+	SN
NFKB1	B2M	+	GRN
NFKB1	GSTP1	+	GRN
NFKB1	FASLG	+	GRN
NFKB1	CSF2	+	GRN
NFKB1	HMOX1	+	GRN
NFKB1	NFKBIA	+	GRN
NFKB1	IL1A	-	GRN
NFKB1	EGFR	+	GRN
NFKB1	TP53	+	GRN
NFKB1	CTSB	+	GRN
NFKB1	IL12A	+	GRN
NFKB1	CCL3	+	GRN
NFKB1	JUNB	+	GRN
NFKB1	IRF4	+	GRN
NFKB1	TIMP1	-	GRN
NFKB1	BCL3	+	GRN
NFKB1	TLR2	+	GRN
NFKB1	SAA2	+	GRN
NFKB1	CXCL1	+	GRN
NFKB1	IL12B	+	GRN
NFKB1	VEGFA	+	GRN
NFKB1	IL23A	+	GRN
NFKB1	PTGS2	+	GRN
NFKB1	XIAP	+	GRN
NFKB1	CD58	+	GRN
NFKB1	MMP13	+	GRN
NFKB1	KLK3	+	GRN
NFKB1	AKT1	-	GRN
NFKB1	AMH	+	GRN
NFKB1	AGER	+	GRN
NFKB1	GATA3	+	GRN
NFKB1	TFPI2	+	GRN
NFKB1	TNFRSF10B	+	GRN
NFKB1	MMP9	+	GRN
NFKB1	EBI3	+	GRN
NFKB1	PDGFB	+	SN
NFKB1	BCL2	+	GRN
NFKB1	CD80	+	GRN
NFKB1	PTAFR	+	GRN
NFKB1	CYP19A1	-	GRN
NFKB1	TRAF1	+	GRN
NFKB1	COL1A2	-	GRN
NFKB1	MYC	+	GRN
NFKB1	BCL2L1	+	GRN
NFKB1	NOLC1	+	GRN
NFKB1	SERPINB1	+	GRN
NFKB1	FN1	-	GRN
NFKB1	VCAM1	+	GRN
NFKB1	CCND2	+	GRN
NFKB1	CXCL8	+	GRN
NFKB1	FIGF	+	GRN
NFKB1	IL2	+	GRN
NFKB1	RIPK2	+	GRN
NFKB1	CSF1	+	GRN
NFKB1	EGR1	-	GRN
NFKB1	IL10	+	GRN
NFKB1	THBD	-	GRN
NFKB1	NOS3	+	GRN
NFKB1	TRAF2	+	GRN
NFKB1	CD86	+	GRN
NFKB1	ICAM1	+	GRN
NFKB1	NOD2	+	GRN
NFKB1	SERPINA3	-	GRN
NFKB1	TNFAIP3	+	GRN
NFKB1	MMP14	+	GRN
NFKB1	F3	+	SN
NFKB1	SELE	+	GRN
NFKB1	CCL11	+	GRN
NFKB1	IRF1	+	GRN
NFKB2	SND1	+	GRN
NFKB2	CCL21	+	GRN
NFKB2	CDK6	+	GRN
NFKB2	CCND2	+	GRN
NFKB2	CXCL8	+	GRN
NFKB2	SELP	+	GRN
NFKBIA	RELA	+	SN
NFKBIA	NFKB1	+	GRN
NFKBIA	RELA	-	SN
NFKBIA	IL1B	-	GRN
NFKBIA	NFKB1	-	GRN
NFKBIA	PON2	+	GRN
NFKBIA	ICAM1	-	GRN
NFKBIB	NFKB1	-	SN
NFKBIE	NFKB1	-	SN
NFKBIE	NFE2L2	-	SN
NFKBIZ	STAT3	-	SN
NFYA	SP3	+	GRN
NFYA	FXR2	+	GRN
NFYA	FDPS	+	GRN
NFYA	ACTB	+	GRN
NFYB	FXR2	+	GRN
NFYB	ACTB	+	GRN
NGF	NTRK1	+	SN
NIN	JAK2	-	SN
NIPSNAP1	TRPV6	-	SN
NKD1	DVL3	-	SN
NKIRAS1	NFKBIA	+	SN
NKRF	NFKB1	-	SN
NKX2-1	SFTPB	+	GRN
NKX2-5	GATA4	+	GRN
NKX3-1	TP53	+	SN
NKX3-1	HDAC1	-	GRN
NKX3-1	AR	-	SN
NLK	MYB	+	SN
NLK	LEF1	+	SN
NLK	TCF7L2	-	SN
NLK	STAT3	+	SN
NLK	NOTCH1	-	SN
NLK	SMAD4	-	SN
NLRC4	NOD2	-	SN
NLRC4	NOD1	-	SN
NLRP1	CYCS	+	SN
NLRP1	CASP5	+	SN
NMBR	GNA13	+	SN
NMBR	GNAQ	+	SN
NMI	STAT1	+	SN
NOD1	DEFB104B	+	SN
NOD1	MAPK14	+	SN
NOD1	ATG16L1	+	SN
NOD1	RIPK2	+	SN
NOD1	MAPK8	+	SN
NOD2	DEFB104B	+	SN
NOD2	DEFA5	+	SN
NOD2	MAPK1	+	SN
NOD2	MAPK14	+	SN
NOD2	ATG16L1	+	SN
NOD2	MAP3K14	+	SN
NOD2	RIPK2	+	SN
NOD2	NLRP1	+	SN
NOD2	NOD1	-	SN
NOD2	MAPK8	+	SN
NODAL	ACVR2B	+	SN
NODAL	ACVR1B	+	SN
NOG	BMPR2	-	SN
NOG	BMPR1A	-	SN
NOL3	FADD	-	SN
NOL3	BAX	+	SN
NOLC1	CSNK2A1	-	SN
NONO	TOP1	+	SN
NOS1	NFKBIA	-	SN
NOS1	HDAC2	+	SN
NOTCH1	HEY1	+	SN
NOTCH1	SNW1	+	SN
NOTCH1	HIF1A	+	SN
NOTCH1	HES5	+	SN
NOTCH1	RRAS	+	SN
NOTCH1	DLL1	-	SN
NOTCH1	RBPJ	+	SN
NOTCH1	FOXI2	-	SN
NOTCH1	LEF1	+	SN
NOTCH1	JAG2	-	SN
NOTCH1	SOX2	+	SN
NOTCH1	ATOH1	-	SN
NOTCH1	PAX8	+	SN
NOTCH1	SMAD1	+	SN
NOTCH1	CHUK	+	SN
NOTCH1	BMP4	+	SN
NOTCH1	WNT1	+	SN
NOTCH1	TCF3	-	SN
NOTCH1	NFKB1	+	SN
NOTCH1	MYC	+	SN
NOTCH1	HES1	+	SN
NOTCH1	MTOR	+	SN
NOTCH1	JAG1	+	SN
NOTCH2	RBPJ	+	SN
NOTCH2	TCF3	-	SN
NOXA1	BCL2	-	SN
NPM1	CDKN2A	+	SN
NPPA	NPR1	+	SN
NR0B1	NR1H4	-	GRN
NR0B1	NR5A1	-	GRN
NR0B2	RXRA	+	SN
NR0B2	RARA	+	SN
NR0B2	ESR1	+	SN
NR0B2	CEBPA	-	SN
NR0B2	AR	+	SN
NR1D1	ARNTL	-	GRN
NR1H2	RXRA	+	GRN
NR1H2	PPARG	+	GRN
NR1H2	PPARD	+	GRN
NR1H2	BHLHE40	+	SN
NR1H2	ABCA1	+	SN
NR1H2	ABCG1	+	SN
NR1H2	SREBF1	+	GRN
NR1H3	RXRA	+	GRN
NR1H3	PPARG	+	GRN
NR1H3	PPARD	+	GRN
NR1H3	BHLHE40	+	GRN
NR1H3	APOE	+	SN
NR1H3	ABCA1	+	SN
NR1H3	ABCG1	+	SN
NR1H3	SREBF1	+	GRN
NR1H4	RXRA	+	GRN
NR1H4	ABCB4	+	GRN
NR1H4	ABCC4	-	GRN
NR1H4	UGT2B4	-	SN
NR1H4	FABP6	+	GRN
NR1H4	NR1I2	+	GRN
NR1I2	RXRA	+	GRN
NR1I2	FOXO1	+	SN
NR1I2	CYP3A4	+	SN
NR1I3	RXRA	+	SN
NR1I3	FOXO1	-	GRN
NR1I3	UGT1A1	+	SN
NR2F1	RXRA	+	SN
NR2F1	APOC3	-	GRN
NR2F1	APOA2	-	GRN
NR2F1	LHCGR	-	GRN
NR2F1	EPO	-	GRN
NR2F1	CYP19A1	-	GRN
NR2F2	NR2F1	+	SN
NR2F2	RXRA	+	SN
NR2F2	PPARG	+	SN
NR2F2	POU5F1	-	GRN
NR2F6	LHCGR	-	GRN
NR3C1	STAT5A	+	SN
NR3C1	RXRA	+	GRN
NR3C1	PPARG	+	SN
NR3C1	LCK	+	SN
NR3C1	AR	+	SN
NR3C1	BGLAP	-	SN
NR3C1	ATF2	-	GRN
NR3C1	CALD1	+	GRN
NR3C1	ATP1B1	-	GRN
NR3C1	CDK6	-	GRN
NR3C1	ETS1	-	GRN
NR3C2	ATP1B1	-	GRN
NR4A1	E2F1	+	GRN
NR4A1	HSD3B2	+	GRN
NR4A1	MDM2	-	GRN
NR5A1	LHB	-	GRN
NR5A1	AMHR2	+	GRN
NR5A1	MC2R	+	GRN
NR5A1	STAR	+	GRN
NR5A1	NR0B1	+	GRN
NR5A1	CYP17A1	+	GRN
NR5A1	POU5F1	+	GRN
NR5A1	HSD3B2	+	GRN
NR5A1	AMH	+	GRN
NR5A1	CYP11B2	-	GRN
NR5A1	CYP19A1	+	GRN
NR5A1	SRY	+	GRN
NR5A1	CYP11A1	+	GRN
NR5A2	CYP11B1	+	GRN
NRAS	PIK3CG	+	SN
NRAS	PIK3CB	+	SN
NRAS	RALGDS	+	SN
NRAS	RAF1	+	SN
NRAS	PIK3CA	+	SN
NRAS	BRAF	+	SN
NRAS	ARAF	+	SN
NRF1	EIF2S2	+	GRN
NRF1	TFAM	+	SN
NRF1	EIF2S1	+	SN
NRF1	PRDX5	+	GRN
NRF1	FMR1	+	GRN
NRF1	FXR2	+	GRN
NRF1	CAPNS1	+	SN
NRG1	ERBB4	+	SN
NRG1	ERBB3	+	SN
NRG1	ERBB2	+	SN
NRG2	ERBB3	+	SN
NRP1	PLXNA1	-	SN
NRTN	RET	+	SN
NSD1	RELA	+	SN
NSD2	AR	+	SN
NSMCE2	TERF2	+	SN
NTF3	NTRK3	+	SN
NTF3	NTRK1	+	SN
NTF4	NTRK2	+	SN
NTF4	NTRK1	+	SN
NTRK1	GRAP	+	SN
NTRK1	FRS2	+	SN
NTRK1	SH2B1	+	SN
NTRK1	ARHGAP32	+	SN
NTRK1	MATK	+	SN
NTRK1	SH2B2	+	SN
NTRK1	SHC1	+	SN
NTRK1	ABL1	+	SN
NTRK1	PIK3CA	+	SN
NTRK1	IRS1	+	SN
NTRK1	NGF	+	SN
NTRK1	TRPV1	+	SN
NTRK1	PLCG1	+	SN
NTRK1	GRB2	+	SN
NTRK1	CRK	+	SN
NTRK2	FRS3	+	SN
NTRK2	KCNA3	-	SN
NTRK2	NCK2	+	SN
NTRK2	SHC3	+	SN
NTRK2	SHC1	+	SN
NTRK2	IRS2	+	SN
NTRK2	IRS1	+	SN
NTRK2	FYN	+	SN
NTRK3	SHC1	+	SN
NTRK3	PLCG1	+	SN
NUAK1	TP53	+	SN
NUDT3	AKT2	+	SN
NUMA1	TUBD1	+	SN
NUMB	TRPV6	-	SN
NUMB	TP53	+	SN
NUMB	NOTCH1	+	SN
NUMB	MDM2	-	SN
NUMB	GLI1	-	SN
NUP153	ZFYVE9	-	SN
NUP153	SMAD3	+	SN
NUP153	SMAD2	+	SN
NUP153	SMAD4	+	SN
NUP214	SMAD2	+	SN
NUP214	SMAD4	+	SN
NYX	TRPM1	+	SN
OS9	EGLN1	+	SN
OTUB1	RNF168	-	SN
OTUD5	TRAF3	-	SN
OXSR1	PAK1	-	SN
OXT	OXTR	+	SN
PADI4	NPM1	+	SN
PAK1	PGAM1	-	SN
PAK1	TBCB	+	SN
PAK1	ITGB3BP	+	SN
PAK1	PA2G4	+	SN
PAK1	PGM1	+	SN
PAK1	ELF3	+	SN
PAK1	MYLK	-	SN
PAK1	ILK	+	SN
PAK1	ARHGEF2	-	SN
PAK1	ARHGDIA	+	SN
PAK1	NF2	+	SN
PAK1	HACE1	-	SN
PAK1	ARHGEF7	+	SN
PAK1	NCF1	+	SN
PAK1	SNAI1	+	SN
PAK1	CDC42	+	SN
PAK1	KIF2C	-	SN
PAK1	VIM	+	SN
PAK1	DYNLL1	-	SN
PAK1	ARPC1B	+	SN
PAK1	RAF1	+	SN
PAK1	PXN	+	SN
PAK1	ABL1	+	SN
PAK1	RAC1	-	SN
PAK1	AURKA	+	SN
PAK1	MAP2K3	+	SN
PAK1	NCK1	+	SN
PAK1	HIST1H3F	+	SN
PAK1	WEE1	-	SN
PAK1	MAP2K1	+	SN
PAK1	PLK1	+	SN
PAK1	GNAZ	+	SN
PAK1	CTTN	+	SN
PAK1	STMN1	-	SN
PAK1	CASP1	+	SN
PAK1	SYN1	-	SN
PAK1	MAP3K1	+	SN
PAK1	LIMK1	+	SN
PAK1	FLNA	+	SN
PAK1	ESR1	+	SN
PAK1	CTNNB1	+	SN
PAK1	CTBP1	+	SN
PAK1	BAD	-	SN
PAK1	ARAF	+	SN
PAK1IP1	PAK1	-	SN
PAK2	MYLK	-	SN
PAK2	PRL	+	SN
PAK2	NF2	+	SN
PAK2	MKNK1	+	SN
